company_number,company_status
OC383485,dissolved
OC383801,dissolved
OC382815,dissolved
OC383017,dissolved
OC382665,dissolved
OC383976,dissolved
OC383078,dissolved
OC383299,dissolved
OC383456,dissolved
OC384147,dissolved
OC382415,dissolved
OC384191,dissolved
OC384314,dissolved
OC384449,dissolved
OC382677,dissolved
OC382888,dissolved
OC382902,dissolved
OC383838,dissolved
OC383905,dissolved
OC384121,dissolved
OC383277,dissolved
OC384075,dissolved
OC383794,dissolved
OC384338,dissolved
OC384461,dissolved
OC382891,dissolved
OC382221,dissolved
OC383214,dissolved
OC383324,dissolved
OC383342,dissolved
OC384477,dissolved
OC384491,dissolved
OC384510,dissolved
OC384563,dissolved
OC383320,dissolved
OC384295,dissolved
OC382555,dissolved
OC383527,dissolved
OC383413,dissolved
OC384628,dissolved
OC383497,dissolved
OC383518,dissolved
OC383411,dissolved
OC383676,dissolved
OC382792,dissolved
OC384575,dissolved
OC384586,dissolved
OC384600,dissolved
OC383177,dissolved
OC383325,dissolved
OC383331,dissolved
OC384286,dissolved
OC384353,dissolved
OC382557,dissolved
OC384645,dissolved
OC384358,dissolved
OC383526,dissolved
OC383643,dissolved
OC383162,dissolved
OC384363,dissolved
OC382554,dissolved
OC382614,dissolved
OC382775,dissolved
OC382811,dissolved
OC382846,dissolved
OC383525,dissolved
OC384644,dissolved
OC383351,dissolved
OC383399,dissolved
OC384284,dissolved
OC384322,dissolved
OC384327,dissolved
OC384517,dissolved
OC382845,dissolved
OC383586,dissolved
OC383593,dissolved
OC383357,dissolved
OC384259,dissolved
OC384409,dissolved
OC382699,dissolved
OC383508,dissolved
OC384689,dissolved
OC382793,dissolved
OC382840,dissolved
OC383477,dissolved
OC384572,dissolved
OC384599,dissolved
OC384524,dissolved
OC382619,dissolved
OC382795,dissolved
OC384317,dissolved
OC384348,dissolved
OC384434,dissolved
OC382843,dissolved
OC383531,dissolved
OC383637,dissolved
OC384612,dissolved
OC384629,dissolved
OC384258,dissolved
OC384281,dissolved
OC384422,dissolved
OC384657,dissolved
OC382643,dissolved
OC382782,dissolved
OC383600,dissolved
OC384633,dissolved
OC383079,dissolved
OC382787,dissolved
OC383344,dissolved
OC383350,dissolved
OC382791,dissolved
OC383425,dissolved
OC383669,dissolved
OC383670,dissolved
OC383697,dissolved
OC384529,dissolved
OC382824,dissolved
OC383521,dissolved
OC383594,dissolved
OC384591,dissolved
OC384635,dissolved
OC383769,dissolved
OC383878,dissolved
OC383884,dissolved
OC384890,dissolved
OC383500,dissolved
OC384746,dissolved
OC384843,dissolved
OC384877,dissolved
OC382876,dissolved
OC383736,dissolved
OC384981,dissolved
OC384885,dissolved
OC384892,dissolved
OC383627,dissolved
OC384706,dissolved
OC384863,dissolved
OC384933,dissolved
OC384105,dissolved
OC383950,dissolved
OC383956,dissolved
OC383716,dissolved
OC384750,dissolved
OC383814,dissolved
OC384693,dissolved
OC384872,dissolved
OC384907,dissolved
OC383505,dissolved
OC383623,dissolved
OC382901,dissolved
OC384113,dissolved
OC384275,dissolved
OC383945,dissolved
08640720,dissolved
08641714,dissolved
08643467,dissolved
08642310,dissolved
08644218,dissolved
08644187,dissolved
08657891,dissolved
08663172,dissolved
08667410,dissolved
08756935,dissolved
08757886,dissolved
08774579,dissolved
08789548,dissolved
08805747,dissolved
08717609,dissolved
08737721,dissolved
08741146,dissolved
08752824,dissolved
08753624,dissolved
08729999,dissolved
08736021,dissolved
08744784,dissolved
08628913,dissolved
08352822,dissolved
08355809,dissolved
08363090,dissolved
08462246,dissolved
08494453,dissolved
08530585,dissolved
08521556,dissolved
08661522,dissolved
08707873,dissolved
08725450,dissolved
08351883,dissolved
08721894,dissolved
08625818,dissolved
08689956,dissolved
NI626351,active
09108778,active
09023573,active
09016852,active
09063344,active
09347597,active
08951814,active
09355670,active
SC493331,active
09106002,active
09037851,active
09038156,active
09207869,active
09007806,active
09051585,active
08901583,active
SC467374,active
09092445,active
09022552,active
09014990,active
09094961,active
09109219,active
09038518,active
09157552,active
09102361,active
09009316,active
09358636,active
09012636,active
09044692,active
09114732,active
08975224,active
09019650,active
09011754,active
09013246,active
08868761,active
SC478551,active
09135147,active
09186265,active
09345114,active
09023939,active
08998023,active
09079893,active
09035796,active
09025987,active
09287106,active
09032704,active
09366809,active
09317208,active
08927390,active
09179176,active
09110025,active
09158704,active
09168663,active
09189362,active
09344637,active
09202050,active
09187178,active
08842009,active
SC477846,active
08842289,active
09319973,active
09007328,active
09048980,active
09157798,active
08956652,active
09103464,active
08895641,active
09234078,active
09042155,active
09202567,active
09049201,active
09255491,active
09030149,active
08893896,active
09010623,active
09166770,active
09250519,active
09304159,active
09038715,active
08954228,active
09082144,active
09196538,active
08871459,active
09043344,active
09049299,active
09009762,active
09034630,active
NI626372,active
NI623179,active
09039813,active
08996678,active
SC477409,active
09167018,active
09027467,active
09050791,active
09039744,active
09028775,active
SC488561,active
09047690,active
08918803,active
09149273,active
09049493,active
09093798,active
09048606,active
09049238,active
08961470,active
08844504,active
09072481,active
09103381,active
08830362,active
09097261,active
09035220,active
09072855,active
09277446,active
09069029,active
09053037,active
09231620,active
09272596,active
08929770,active
09068783,active
09069331,active
09272423,active
08846514,active
09108708,active
09036547,active
09049902,active
09293372,active
09211115,active
09300674,active
09073815,active
09027005,active
09368643,active
08901139,active
08890184,active
08958691,active
08849053,active
08954582,active
09291323,active
09003141,active
09020740,active
09040979,active
09229837,active
09194922,active
08954602,active
08995801,active
09042522,active
08924651,active
09253118,active
09034048,active
09053180,active
08936558,active
09304621,active
SC468839,active
09272186,active
09278993,active
SC469607,active
08911165,active
09184013,active
09221376,active
09037968,active
09049964,active
09161498,active
NI625260,active
09033575,active
09193864,active
09190075,active
09009850,active
09053597,active
08983849,active
09009829,active
09010218,active
08975165,active
09008570,active
09009777,active
09010155,active
NI624591,active
08980064,active
09086994,active
09074232,active
09058427,active
09100947,active
09319265,active
08878810,active
08924576,active
09098044,active
09011764,active
09010175,active
09080535,active
09084969,active
09045633,active
08901199,active
08850149,active
09030804,active
09046211,active
09252507,active
09262870,active
09152081,active
09246169,active
09036767,active
08975190,active
OC394765,active
OC395117,active
OC394848,active
OC395118,active
OC397134,active
OC393560,active
OC395820,active
OC394759,active
OC390403,active
OC395165,active
OC393717,active
OC395158,active
OC393958,active
OC394684,active
OC395060,active
OC397169,active
OC393687,active
OC394026,active
SO304971,active
OC395152,active
OC395194,active
OC392851,active
SO305171,active
OC391876,active
OC395907,active
OC391862,active
OC391338,active
SO305106,active
OC396257,active
OC395253,active
OC394062,active
NC001233,active
OC396979,active
OC396759,active
OC396115,active
OC390652,active
OC395147,active
OC397129,active
OC396137,active
OC393543,active
OC391764,active
OC392461,active
OC390788,active
OC390563,active
OC396634,active
OC395759,active
SO305173,active
OC396348,active
OC396164,active
OC392642,active
OC396326,active
NC001234,active
OC396213,active
OC395486,active
OC395573,active
OC395935,active
OC395191,active
OC390573,active
OC394843,active
OC392005,active
OC394319,active
OC395571,active
OC391308,active
NC001215,active
OC392810,active
OC395313,active
OC392498,active
OC392650,active
OC390706,active
NC001229,active
OC395562,active
OC395952,active
OC396021,active
OC394124,active
OC396003,active
OC395334,active
OC396336,active
OC396012,active
OC396034,active
OC390309,active
OC396612,active
OC396015,active
OC396983,active
OC391766,active
OC392956,active
OC396332,active
OC391505,active
OC396264,active
OC395792,active
OC392570,active
OC390864,active
OC396784,active
OC390630,active
SO305144,active
OC392104,active
OC396870,active
OC390988,active
OC391469,active
OC396147,active
OC396318,active
OC396740,active
SO304788,active
OC391353,active
SO305131,active
OC392114,active
OC392873,active
OC392710,active
OC392702,active
OC397014,active
OC392713,active
OC392015,active
OC393610,active
OC397051,active
OC396865,active
OC397232,active
OC395900,active
OC392081,active
OC392603,active
OC391070,active
OC391935,active
OC396990,active
OC390566,active
SO305140,active
OC395354,active
SO305102,active
OC394481,active
OC395876,active
OC395311,active
SO305114,active
OC392718,active
OC391384,active
SO305048,active
OC397209,active
OC397278,active
OC392000,active
OC391832,active
OC396324,active
OC395305,active
OC390365,active
OC391390,active
OC395335,active
OC395806,active
OC395575,active
SO305166,active
OC396901,active
OC392349,active
SO305019,active
OC392567,active
OC390975,active
OC395260,active
OC394092,active
OC396378,active
OC390886,active
OC396351,active
OC395485,active
OC393135,active
OC395389,active
OC391765,active
OC396944,active
OC390197,active
OC396837,active
OC390781,active
OC397244,active
OC395969,active
OC396666,active
OC393417,active
SO305090,active
OC390944,active
OC392217,active
OC395149,active
OC392785,active
OC391956,active
OC394479,active
OC391936,active
SO305080,active
OC391407,active
OC397303,active
OC392090,active
OC391163,active
OC396422,active
OC396389,active
OC391883,active
OC390601,active
SO304775,active
OC390379,active
OC395514,active
SO305151,active
OC395506,active
OC394667,active
OC391915,active
OC396254,active
SO305078,active
OC390799,active
SO304839,active
OC396899,active
OC396316,active
OC392045,active
OC397248,active
OC393173,active
OC395612,active
08896313,active
09272235,active
09124855,active
09331195,active
09223445,active
09223384,active
SC489591,active
08922456,active
09331868,active
08837214,active
09312676,active
09331085,active
09024532,active
08940313,active
09306219,active
08831417,active
09064653,active
08998697,active
08882249,active
09329385,active
09038082,active
09084066,active
09364659,active
09069525,active
08945805,active
NI624604,active
09273766,active
09079980,active
08971695,active
09168021,active
09221465,active
09115262,active
09080097,active
09216368,active
09140112,active
08893953,active
09002729,active
09309241,active
08865013,active
09081452,active
SC477446,active
09220690,active
09162537,active
09144633,active
09284830,active
08885072,active
09310078,active
08996524,active
09310187,active
09268016,active
08892109,active
09123248,active
08849413,active
08961190,active
08864609,active
09309507,active
09227343,active
08860879,active
09341434,active
09145944,active
08915336,active
09127533,active
08943488,active
NI622763,dissolved
NI622770,dissolved
NI622715,dissolved
NI622204,dissolved
NI623042,dissolved
NI622353,dissolved
NI622379,dissolved
NI622741,dissolved
NI622858,dissolved
NI622878,dissolved
NI622422,dissolved
NI622428,dissolved
NI622434,dissolved
NI622150,dissolved
NI622541,dissolved
NI622538,dissolved
NI622760,dissolved
NI622894,dissolved
NI622901,dissolved
NI622560,dissolved
NI622623,dissolved
NI622723,dissolved
NI622854,dissolved
NI622719,dissolved
NI622138,dissolved
NI622392,dissolved
NI622395,dissolved
NI623117,dissolved
NI622485,dissolved
NI622566,dissolved
NI622533,dissolved
NI622254,dissolved
NI622732,dissolved
NI622860,dissolved
NI623017,dissolved
NI623020,dissolved
NI623027,dissolved
NI622568,dissolved
NI622705,dissolved
NI622786,dissolved
NI622214,dissolved
NI622384,dissolved
NI623144,dissolved
NI622614,dissolved
NI622423,dissolved
NI622532,dissolved
NI622253,dissolved
NI622391,dissolved
NI622121,dissolved
NI622692,dissolved
NI622226,dissolved
NI622730,dissolved
NI622944,dissolved
NI622801,dissolved
NI622550,dissolved
NI622425,dissolved
NI622769,dissolved
NI622902,dissolved
NI622946,dissolved
NI623022,dissolved
NI622120,dissolved
NI622683,dissolved
NI622141,dissolved
NI622771,dissolved
NI622953,dissolved
NI623122,dissolved
NI623224,dissolved
NI623344,dissolved
NI623262,dissolved
NI622973,dissolved
NI622502,dissolved
NI622288,dissolved
NI622437,dissolved
NI623544,dissolved
NI622915,dissolved
NI623715,dissolved
NI623486,dissolved
NI623489,dissolved
NI623166,dissolved
NI623313,dissolved
NI623536,dissolved
NI623815,dissolved
NI623014,dissolved
NI623430,dissolved
NI622789,dissolved
NI622912,dissolved
NI622927,dissolved
NI623306,dissolved
NI623345,dissolved
NI623723,dissolved
NI623058,dissolved
NI622270,dissolved
NI623142,dissolved
NI623800,dissolved
NI623342,dissolved
NI623611,dissolved
NI622898,dissolved
NI623730,dissolved
NI623069,dissolved
NI623093,dissolved
NI622508,dissolved
NI622897,dissolved
NI623370,dissolved
NI623649,dissolved
NI623707,dissolved
NI622263,dissolved
NI623806,dissolved
NI623110,dissolved
NI623189,dissolved
NI622931,dissolved
NI623241,dissolved
NI623253,dissolved
NI622588,dissolved
NI622595,dissolved
NI622327,dissolved
NI622463,dissolved
NI622900,dissolved
NI623369,dissolved
NI622207,dissolved
NI622968,dissolved
NI623379,dissolved
NI623400,dissolved
NI623424,dissolved
NI623299,dissolved
NI622916,dissolved
NI623225,dissolved
NI622155,dissolved
NI622158,dissolved
NI622171,dissolved
NI622199,dissolved
NI623035,dissolved
NI623087,dissolved
NI622443,dissolved
NI622744,dissolved
NI622187,dissolved
NI623397,dissolved
NI623152,dissolved
NI622454,dissolved
NI622461,dissolved
NI622469,dissolved
NI623539,dissolved
NI623545,dissolved
NI623584,dissolved
NI622637,dissolved
NI622791,dissolved
NI622182,dissolved
NI622259,dissolved
NI623706,dissolved
NI623496,dissolved
NI622610,dissolved
NI623143,dissolved
NI623218,dissolved
NI622404,dissolved
NI622752,dissolved
NI623483,dissolved
NI622701,dissolved
NI622332,dissolved
NI623847,dissolved
NI622617,dissolved
NI623431,dissolved
NI623553,dissolved
NI623236,dissolved
NI623248,dissolved
NI623363,dissolved
NI622153,dissolved
NI623737,dissolved
NI623067,dissolved
NI622573,dissolved
NI622331,dissolved
NI622173,dissolved
NI622489,dissolved
NI623160,dissolved
NI622453,dissolved
NI622909,dissolved
NI623261,dissolved
NI623368,dissolved
NI623074,dissolved
NI623418,dissolved
NI622607,dissolved
NI622655,dissolved
NI622269,dissolved
NI622281,dissolved
NI622296,dissolved
NI622298,dissolved
NI622363,dissolved
NI623128,dissolved
NI623667,dissolved
NI623710,dissolved
NI623510,dissolved
NI623193,dissolved
NI622442,dissolved
NI622451,dissolved
NI622925,dissolved
NI622255,dissolved
NI623650,dissolved
NI623504,dissolved
NI622598,dissolved
NI622262,dissolved
NI622289,dissolved
NI623771,dissolved
OC391650,dissolved
OC391758,dissolved
OC392590,dissolved
OC391676,dissolved
OC391087,dissolved
OC391104,dissolved
OC391947,dissolved
OC391831,dissolved
OC392545,dissolved
OC391877,dissolved
OC391460,dissolved
OC391618,dissolved
OC391617,dissolved
OC391589,dissolved
OC391645,dissolved
OC391593,dissolved
OC391791,dissolved
OC392617,dissolved
OC391751,dissolved
OC391811,dissolved
OC391725,dissolved
OC392037,dissolved
OC392735,dissolved
OC391899,dissolved
OC392092,dissolved
OC391920,dissolved
OC392326,dissolved
OC392745,dissolved
OC392854,dissolved
OC392192,dissolved
OC392705,dissolved
OC392520,dissolved
OC391147,dissolved
OC391150,dissolved
OC391090,dissolved
OC391112,dissolved
OC391217,dissolved
OC391325,dissolved
OC391465,dissolved
OC391749,dissolved
OC391565,dissolved
OC391688,dissolved
OC391834,dissolved
OC391012,dissolved
OC392598,dissolved
OC391014,dissolved
OC391106,dissolved
OC391540,dissolved
OC391552,dissolved
OC391953,dissolved
OC392630,dissolved
OC391336,dissolved
OC391420,dissolved
OC392653,dissolved
OC392684,dissolved
OC391439,dissolved
OC391304,dissolved
OC392105,dissolved
OC391957,dissolved
OC391965,dissolved
OC392004,dissolved
OC391601,dissolved
OC391757,dissolved
OC392701,dissolved
OC391879,dissolved
OC391527,dissolved
OC392216,dissolved
OC391624,dissolved
OC391898,dissolved
OC392506,dissolved
OC391409,dissolved
OC391498,dissolved
OC391612,dissolved
OC391623,dissolved
OC391636,dissolved
OC391705,dissolved
OC391754,dissolved
OC392606,dissolved
OC391726,dissolved
OC391750,dissolved
OC391827,dissolved
OC391188,dissolved
OC391441,dissolved
OC391963,dissolved
OC392656,dissolved
OC391412,dissolved
OC391484,dissolved
OC391555,dissolved
OC391560,dissolved
OC391651,dissolved
OC391882,dissolved
OC392186,dissolved
OC391311,dissolved
OC391602,dissolved
OC393285,dissolved
OC393335,dissolved
OC393338,dissolved
OC393345,dissolved
OC393423,dissolved
OC393867,dissolved
OC393620,dissolved
OC394242,dissolved
OC393641,dissolved
OC392872,dissolved
OC392357,dissolved
OC392273,dissolved
OC392994,dissolved
OC393054,dissolved
OC393133,dissolved
OC393136,dissolved
OC393178,dissolved
OC393313,dissolved
OC394056,dissolved
OC394164,dissolved
OC394317,dissolved
OC393842,dissolved
OC393892,dissolved
OC393379,dissolved
OC394650,dissolved
OC392351,dissolved
OC392267,dissolved
OC392894,dissolved
OC392965,dissolved
OC393015,dissolved
OC393114,dissolved
OC393299,dissolved
OC393416,dissolved
OC393419,dissolved
OC393713,dissolved
OC393955,dissolved
OC394166,dissolved
OC394197,dissolved
OC394246,dissolved
OC393698,dissolved
OC393775,dissolved
OC393893,dissolved
OC393999,dissolved
OC391961,dissolved
OC392908,dissolved
OC392923,dissolved
OC391198,dissolved
OC393014,dissolved
OC393060,dissolved
OC392727,dissolved
OC392541,dissolved
OC392555,dissolved
OC391471,dissolved
OC391615,dissolved
OC392616,dissolved
OC391835,dissolved
OC391854,dissolved
OC392740,dissolved
OC392093,dissolved
OC392115,dissolved
OC392162,dissolved
OC392190,dissolved
OC392197,dissolved
OC391911,dissolved
OC392804,dissolved
OC392538,dissolved
OC392549,dissolved
OC391080,dissolved
OC391305,dissolved
OC391326,dissolved
OC391365,dissolved
OC391611,dissolved
OC392615,dissolved
OC391687,dissolved
OC391718,dissolved
OC391813,dissolved
OC391006,dissolved
OC391194,dissolved
OC391925,dissolved
OC392032,dissolved
OC391833,dissolved
OC391661,dissolved
OC391663,dissolved
OC391664,dissolved
OC391747,dissolved
OC392712,dissolved
OC391655,dissolved
OC392535,dissolved
OC391646,dissolved
OC391730,dissolved
OC391102,dissolved
OC391132,dissolved
OC391442,dissolved
OC391872,dissolved
OC392638,dissolved
OC392682,dissolved
OC391292,dissolved
OC391422,dissolved
OC392139,dissolved
OC391566,dissolved
OC392741,dissolved
OC392750,dissolved
OC391600,dissolved
OC392207,dissolved
OC392791,dissolved
OC392816,dissolved
08833658,dissolved
08845605,dissolved
08840318,dissolved
08848111,dissolved
08848413,dissolved
08861926,dissolved
08867251,dissolved
08874920,dissolved
08880960,dissolved
08887086,dissolved
08898882,dissolved
08908949,dissolved
08912153,dissolved
08914432,dissolved
08914872,dissolved
08917469,dissolved
09073391,dissolved
09079870,dissolved
09096081,dissolved
09098549,dissolved
09107063,dissolved
09107519,dissolved
09113587,dissolved
09138374,dissolved
09227728,dissolved
09232072,dissolved
09235225,dissolved
09235145,dissolved
09252068,dissolved
09286864,dissolved
09012954,dissolved
09015863,dissolved
09018607,dissolved
09019500,dissolved
09026929,dissolved
09026905,dissolved
09032176,dissolved
09035142,dissolved
09055266,dissolved
09056920,dissolved
09057792,dissolved
09062476,dissolved
09062673,dissolved
09148176,dissolved
09156493,dissolved
09034447,dissolved
09035126,dissolved
09046940,dissolved
09178194,dissolved
09182307,dissolved
09190306,dissolved
09191740,dissolved
09195624,dissolved
09210705,dissolved
09077874,dissolved
09088322,dissolved
09112582,dissolved
09116370,dissolved
09118884,dissolved
09132233,dissolved
09144715,dissolved
09218764,dissolved
09222795,dissolved
09220443,dissolved
09253511,dissolved
09259136,dissolved
09270923,dissolved
08945504,dissolved
08965588,dissolved
08966797,dissolved
08980207,dissolved
08931529,dissolved
08949129,dissolved
08957298,dissolved
08963500,dissolved
08969260,dissolved
08980194,dissolved
08996998,dissolved
09289778,dissolved
09306214,dissolved
09310489,dissolved
09323174,dissolved
09353693,dissolved
09356849,dissolved
09359280,dissolved
09359210,dissolved
09360593,dissolved
09362283,dissolved
09364191,dissolved
09300266,dissolved
09312762,dissolved
09318973,dissolved
09328246,dissolved
08841380,dissolved
09122252,dissolved
09296537,dissolved
08911087,dissolved
09170061,dissolved
09062578,dissolved
08840579,dissolved
09244610,dissolved
NI628124,dissolved
SC472309,dissolved
SC480231,dissolved
09138072,dissolved
09139862,dissolved
09152991,dissolved
09158652,dissolved
09164481,dissolved
09176699,dissolved
09177698,dissolved
09177742,dissolved
09187937,dissolved
09196822,dissolved
09208448,dissolved
09222230,dissolved
09235523,dissolved
09234659,dissolved
09236117,dissolved
08990749,dissolved
08996494,dissolved
08998709,dissolved
09003357,dissolved
09008840,dissolved
08883018,dissolved
08897613,dissolved
08938606,dissolved
09256059,dissolved
09257193,dissolved
09261851,dissolved
09265263,dissolved
09272210,dissolved
09276062,dissolved
09278825,dissolved
09279887,dissolved
09297476,dissolved
09298830,dissolved
09304245,dissolved
09023588,dissolved
09027158,dissolved
09055209,dissolved
09057990,dissolved
09060418,dissolved
09069045,dissolved
09075697,dissolved
09076244,dissolved
09083874,dissolved
09089895,dissolved
09089934,dissolved
09091966,dissolved
08957339,dissolved
09242289,dissolved
09244448,dissolved
09248894,dissolved
09250548,dissolved
09303694,dissolved
09312713,dissolved
09320890,dissolved
09349777,dissolved
09358926,dissolved
09362692,dissolved
08843030,dissolved
08851768,dissolved
08858891,dissolved
08860898,dissolved
08913891,dissolved
08911195,dissolved
08923046,dissolved
08932525,dissolved
08829888,dissolved
08837295,dissolved
09339760,dissolved
09347801,dissolved
09347437,dissolved
09352384,dissolved
09352347,dissolved
09365752,dissolved
09370717,dissolved
09102765,dissolved
09109664,dissolved
09122172,dissolved
09132162,dissolved
09140164,dissolved
09160023,dissolved
09203751,dissolved
09210444,dissolved
09214984,dissolved
09216417,dissolved
09232084,dissolved
09040176,dissolved
09039476,dissolved
09296463,dissolved
09300046,dissolved
09278625,dissolved
SC471928,dissolved
08894095,dissolved
08894117,dissolved
08896853,dissolved
08900702,dissolved
08920431,dissolved
09570087,active
09738210,active
09591595,active
09717610,active
09380934,active
09576306,active
09500749,active
SC505795,active
09397727,active
09488768,active
09559614,active
09589612,active
09384666,active
NI631114,active
09550411,active
09766963,active
09744135,active
09565625,active
09563636,active
09733122,active
09599590,active
09458543,active
09439030,active
09876437,active
09557769,active
09722315,active
09591459,active
09604929,active
09613143,active
09393802,active
09788880,active
09431772,active
09568728,active
09573537,active
09753948,active
09560429,active
09576691,active
09470833,active
09723116,active
09426243,active
09560705,active
09749205,active
09757491,active
09566841,active
09623351,active
09730235,active
09584766,active
09748069,active
SC506895,active
09604459,active
09605998,active
SC505819,active
09761777,active
09571161,active
09815033,active
09890260,active
09860946,active
09568914,active
09734665,active
09581330,active
09794582,active
09583687,active
09860222,active
09569632,active
09442495,active
09575996,active
NI630587,active
09590665,active
09382200,active
09674128,active
09547742,active
09600078,active
09457531,active
09567560,active
09654684,active
09574710,active
09421846,active
09873143,active
09573725,active
09472657,active
09583741,active
09834226,active
09647830,active
09891608,active
09912945,active
09476482,active
09508563,active
09517986,active
09587254,active
09871572,active
09680884,active
09924274,active
09849707,active
09862731,active
SC513177,active
09667709,active
09570306,active
09591196,active
09668435,active
09425086,active
09771635,active
SC511524,active
09535995,active
SC504853,active
09706915,active
09587433,active
09430574,active
09590598,active
09419887,active
09526432,active
09856875,active
09755871,active
09420451,active
09532558,active
09721196,active
09734724,active
09577082,active
09530050,active
09898888,active
SC514100,active
09590187,active
09494605,active
09549543,active
09550651,active
SC503734,active
09549643,active
09549581,active
09550105,active
09550863,active
09588091,active
09782676,active
09639113,active
09723577,active
09375686,active
09744971,active
09400973,active
09887160,active
09756285,active
09775450,active
09434356,active
09833716,active
09589200,active
09740582,active
09574363,active
09588901,active
09400846,active
09879061,active
09730876,active
09526119,active
09579712,active
09580695,active
09598993,active
09541291,active
09807683,active
09541455,active
09752235,active
09902275,active
09551693,active
09551449,active
09551766,active
09491218,active
NI630775,active
09551286,active
09538918,active
09550793,active
09382818,active
09550796,active
09878390,active
09463008,active
09551332,active
09551610,active
09551567,active
09551136,active
09555883,active
09533246,active
09585817,active
09750973,active
09540690,active
09417547,active
09765349,active
09590646,active
09577259,active
09529970,active
09792682,active
09556967,active
09595225,active
09699444,active
09738077,active
09883485,active
09441365,active
09732071,active
09603150,active
SC506873,active
09786427,active
09592855,active
09870024,active
09607579,active
09591095,active
09734294,active
09455093,active
OC401615,active
OC399342,active
OC398572,active
OC399000,active
OC398721,active
OC403202,active
OC399698,active
OC397354,active
OC398177,active
OC401675,active
OC399213,active
OC399735,active
OC397769,active
OC398340,active
OC401193,active
OC402469,active
OC398763,active
OC399188,active
OC399272,active
OC403286,active
OC401050,active
SO305325,active
OC398573,active
OC398356,active
OC397482,active
OC397774,active
OC399015,active
OC398615,active
OC398607,active
OC397574,active
OC399274,active
OC398787,active
OC398901,active
SO305243,active
OC398696,active
SO305337,active
OC399066,active
OC398633,active
OC398948,active
OC397451,active
SO305295,active
OC398974,active
OC399308,active
OC398777,active
OC403383,active
OC399460,active
OC403559,active
OC398712,active
OC399032,active
OC402581,active
OC399346,active
OC399820,active
OC398839,active
OC399329,active
OC399589,active
OC400387,active
OC398475,active
OC398606,active
OC398408,active
OC399502,active
OC400456,active
OC399020,active
OC400538,active
OC399904,active
OC397405,active
SO305479,active
OC403442,active
OC403112,active
OC403023,active
SO305273,active
OC400990,active
OC402246,active
OC403472,active
OC399382,active
OC403230,active
SO305356,active
OC401640,active
OC401582,active
OC400632,active
OC399823,active
OC399822,active
OC398159,active
OC398153,active
OC398635,active
OC398520,active
OC403071,active
OC400722,active
OC401498,active
OC398031,active
OC401189,active
OC400751,active
OC398784,active
OC403299,active
OC398835,active
OC401315,active
OC399991,active
OC402366,active
OC400676,active
OC399913,active
OC402234,active
OC401896,active
OC398373,active
OC397692,active
OC400017,active
OC399519,active
SO305393,active
OC403458,active
OC402862,active
OC399060,active
OC403430,active
OC399352,active
OC400333,active
OC400331,active
OC402137,active
OC397830,active
OC397481,active
OC398830,active
OC397554,active
OC403055,active
OC401408,active
OC399322,active
OC402673,active
OC398822,active
OC398556,active
OC397753,active
OC397872,active
OC400158,active
OC401821,active
OC398978,active
OC401344,active
OC403239,active
OC399873,active
SO305494,active
SO305495,active
OC401018,active
OC399354,active
SO305437,active
OC399947,active
OC399802,active
OC399964,active
OC402807,active
OC399429,active
OC399705,active
OC397503,active
OC398317,active
SO305461,active
OC400440,active
OC400494,active
OC400361,active
OC402843,active
OC403360,active
OC400743,active
OC400776,active
OC401804,active
OC401638,active
OC397770,active
OC401917,active
OC402825,active
OC400804,active
OC400217,active
OC399263,active
OC401074,active
OC401434,active
OC400312,active
SO305403,active
OC398077,active
OC400701,active
OC400860,active
OC400712,active
OC400717,active
OC400460,active
OC403495,active
OC403232,active
OC399767,active
OC399943,active
OC401547,active
OC399571,active
OC401321,active
OC401377,active
OC401097,active
OC397908,active
OC401579,active
OC400642,active
OC400655,active
OC400060,active
OC400007,active
OC399998,active
NC001299,active
OC400086,active
SO305350,active
OC399980,active
SO305360,active
OC401436,active
OC399756,active
OC400549,active
OC402150,active
OC399857,active
OC398731,active
OC397448,active
OC397571,active
NI628479,dissolved
NI628646,dissolved
NI628849,dissolved
NI628622,dissolved
NI628884,dissolved
NI628885,dissolved
NI629026,dissolved
NI628769,dissolved
NI629081,dissolved
NI628681,dissolved
NI628529,dissolved
NI628624,dissolved
NI628636,dissolved
NI628735,dissolved
NI629160,dissolved
NI628993,dissolved
NI628904,dissolved
NI628742,dissolved
NI628874,dissolved
NI628889,dissolved
NI629032,dissolved
NI629048,dissolved
NI629093,dissolved
NI628791,dissolved
NI629111,dissolved
NI628754,dissolved
NI628590,dissolved
NI629016,dissolved
NI628913,dissolved
NI628976,dissolved
NI628708,dissolved
NI628488,dissolved
NI628495,dissolved
NI628724,dissolved
NI629030,dissolved
NI628809,dissolved
NI628949,dissolved
NI629024,dissolved
NI628702,dissolved
NI628750,dissolved
NI628803,dissolved
NI628883,dissolved
NI629073,dissolved
NI628922,dissolved
NI628572,dissolved
NI628478,dissolved
NI628641,dissolved
NI628722,dissolved
NI629028,dissolved
NI628662,dissolved
NI628942,dissolved
NI628955,dissolved
NI629555,dissolved
NI629629,dissolved
NI629655,dissolved
NI629824,dissolved
NI630143,dissolved
NI630192,dissolved
NI630006,dissolved
NI630074,dissolved
NI630104,dissolved
NI630125,dissolved
NI630170,dissolved
NI630176,dissolved
NI629148,dissolved
NI629118,dissolved
NI629220,dissolved
NI629523,dissolved
NI629412,dissolved
NI629951,dissolved
NI629906,dissolved
